Fase;Banco;Tipo de tronadura;Tipo Material;M;Dominio Estructural;Diámetro;BxS;Tiempo entre Pozos Filas ms;Fc;Tipo Explosivo;P10;P20;P30;P40;P50;P60;P70;P80;P90;P100;Este;Norte;Cota;B;S;tiempo_1;tiempo_2
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;4-30;492.0;B;0.8267721;1.2992133;1.968505;2.5984266;3.1889781000000004;3.8188997;4.370081099999999;5.1968532;6.3779562;7.8346499;59058.0;90671.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L8;Norte;12.25;14x14;4-30;161.0;B;0.2;0.55;0.94;1.46;2.05;2.76;3.62;4.69;6.5;11.06;59338.64;91743.54;3470.0;14.0;14.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;4-30;498.0;B;0.31;0.63;0.98;1.65;2.44;3.39;4.25;5.35;7.2;12.48;58973.06;90702.62;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L8;Norte;12.25;14x14;4-30;161.0;B;0.28;0.47;0.79;1.14;1.57;2.09;2.68;3.46;4.92;7.87;59372.73;91750.55;3470.0;14.0;14.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;4-30;492.0;B;0.35;0.59;0.91;1.65;2.56;3.39;4.37;5.63;7.52;10.43;59077.26;90675.07;2870.0;7.0;7.0;4.0;30.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7x7;4-30;508.0;B;0.12;0.28;0.51;1.06;2.48;3.86;4.84;6.22;8.62;12.8;59021.2;89949.67;2885.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L8;Norte;12.25;14x14;4-30;161.0;B;0.35;0.71;1.02;1.57;2.28;3.07;3.86;4.57;5.55;8.5;59378.89;91783.03;3470.0;14.0;14.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;4-30;492.0;B;0.24;0.47;0.71;1.14;1.85;2.8;3.86;5.28;6.89;10.71;59086.48;90677.46;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.31;0.51;0.71;1.02;1.54;2.24;3.27;4.57;6.69;11.06;59025.45;90724.22;2870.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;4-30;492.0;B;0.43;0.79;1.22;1.81;2.72;3.66;4.69;5.94;7.76;16.1;59614.97;91702.33;3470.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.08;0.24;0.35;0.51;0.75;1.5;2.36;3.66;5.31;8.7;59628.69;91757.63;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;4-30;492.0;B;0.28;0.59;0.91;1.38;2.01;2.91;3.94;5.51;6.85;13.07;59071.92;91719.98;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L8;Norte;12.25;14x14;4-30;176.0;B;0.51;0.75;0.98;1.3;1.73;2.32;3.03;3.82;5.35;9.84;59245.34;91595.05;3470.0;14.0;14.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.31;0.51;0.83;1.14;1.69;2.4;3.11;3.86;4.84;12.8;59553.58;91764.65;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;4-30;492.0;B;0.35;0.63;0.91;1.61;2.8;3.94;4.76;5.93;6.54;12.44;59107.07;90670.45;2870.0;7.0;7.0;4.0;30.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;2-25;523.0;B;0.16;0.51;0.83;1.22;2.01;3.07;4.41;5.83;7.36;13.54;59028.57;90138.72;2885.0;7.0;7.0;2.0;25.0
Stage 2;3470.0;Tronadura 2;Roca 2;L8;Norte;12.25;14x14;4-30;176.0;B;0.31;0.55;0.83;1.26;1.81;2.44;3.19;3.82;5.08;7.24;59204.69;91597.65;3470.0;14.0;14.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.43;0.79;1.1;1.42;1.77;2.2;2.87;3.62;4.57;10.59;59551.1;91729.55;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;4-30;492.0;B;0.87;1.18;1.5;1.81;2.28;3.03;4.13;5.71;9.06;15.71;59094.53;90730.7;2870.0;7.0;7.0;4.0;30.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;2-25;523.0;B;0.12;0.31;0.51;0.75;1.38;2.4;3.62;5.35;7.48;12.32;59052.86;90156.86;3005.0;7.0;7.0;2.0;25.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.5905515;1.0629927;1.7322843999999997;2.1653555;2.6377967;3.2283482;3.7401595000000003;4.724412;5.4330738;8.661422;59526.0;91710.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;2-25;523.0;B;0.9448824;1.7716545;2.3228359;2.8740173;3.3464585;3.8582698;4.488191400000001;5.1968532;6.5354366;11.5354393;59075.0;90177.0;2885.0;7.0;7.0;2.0;25.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.9448824;1.574804;2.1259854;2.5984266;3.0708678;3.6614193;4.0551203000000005;4.8425223;5.6299243;9.0157529;59540.0;91688.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;2-25;523.0;B;1.4566937;2.1259854;2.6771667999999997;3.2283482;3.7795296;4.2913409;4.8031522;5.6692944;6.2204758;7.8346499;59092.0;90186.0;2885.0;7.0;7.0;2.0;25.0
Stage 2;3470.0;Tronadura 2;Roca 2;L8;Norte;12.25;14x14;4-30;161.0;B;0.9055123;1.6141741000000003;2.2440957000000004;2.8346472;3.3858286;3.8582698;4.330711;4.724412;5.5905542;7.2047283;59425.0;91768.0;3470.0;14.0;14.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.5118113;0.9842525;1.3779535;1.6929143;2.0472452000000003;2.4015761;3.0314977;3.5826791;4.4488213;6.9685077;59513.0;91665.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;2-25;523.0;B;0.9842525;1.7322843999999997;2.1653555;2.755907;3.1889781000000004;3.7401595;4.330711;5.4330738;6.9685077;7.3622087;59116.0;90212.0;2885.0;7.0;7.0;2.0;25.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.8267721;1.2204731000000002;1.7716545;2.2834658;2.755907;3.2283482;3.8582697999999995;4.3700811;5.3937037;8.267721;59495.8;91650.8;3470.0;11.0;12.0;4.0;30.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;2-25;523.0;B;0.8661422;1.6535442;2.2047256;2.7952771;3.1889781000000004;3.7795296;4.4488213;5.4724439;6.3779562;9.842525;59124.0;90248.0;2885.0;7.0;7.0;2.0;25.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;4-30;487.0;B;1.181103;2.0078751;2.755907;3.3464585;3.8188997000000002;4.4094512;5.2362233;5.7874047;6.4173263;8.9370127;59143.0;90432.0;2885.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.7086618;1.1417329;1.6535442;2.1653555;2.6377967;3.1889781;3.7795296;4.4094512;6.0236253;7.5590592;59585.0;91698.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;2-25;523.0;B;0.9448824;1.8897648;2.5196864;3.0708678;3.5826790999999996;4.2519708;5.0393728;5.6692944;7.4015788;9.6456745;59144.0;90261.0;2885.0;7.0;7.0;2.0;25.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;14x14;4-30;176.0;B;0.6692917;0.9448824;1.3385833999999999;1.7322844;2.1653555;2.5590565;3.0314977;3.6614193;4.7637821;7.4015788;59163.0;91582.0;3470.0;14.0;14.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.7480319;1.2992133;1.7716545;2.4015761;2.8740172999999998;3.3070884;3.7401595000000003;4.2519708;5.0000027;6.9291376;59531.0;91608.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;2-25;523.0;B;0.9842525;1.6929143;2.1653555;2.7165369;3.1889781000000004;3.8976399;4.5669316;5.4330738;7.0472479;13.5433144;59163.0;90284.0;2885.0;7.0;7.0;2.0;25.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;14x14;4-30;176.0;B;0.393701;1.0629927;1.4566937;1.8897648;2.362206;2.7952771;3.2677183;3.9763801;4.6850419;6.7322871;59153.0;91630.0;3470.0;14.0;14.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.5905515;1.0236226000000002;1.4960638000000002;1.8897648;2.2047256;2.5984266;3.1102379;3.8582698;4.6456718;6.0629954;59447.0;91617.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;2-25;523.0;B;0.8661422;1.2992133;1.7322843999999997;2.2834658;2.8740172999999998;3.7007894;4.488191400000001;5.4330738;6.6141768;10.1968559;59173.0;90306.0;2885.0;7.0;7.0;2.0;25.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.55;0.83;1.06;1.38;1.69;2.17;2.87;3.82;5.16;11.1;59362.75;91630.95;3470.0;11.0;12.0;4.0;30.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;2-25;523.0;B;0.43;0.67;1.02;1.54;2.32;3.23;4.21;5.39;7.17;11.57;59181.75;90320.24;2885.0;7.0;7.0;2.0;25.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.47;0.71;0.91;1.14;1.46;1.93;2.72;3.66;5.0;9.33;59356.67;91587.23;3470.0;11.0;12.0;4.0;30.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;2-25;523.0;B;0.16;0.55;0.79;1.22;1.93;3.15;4.33;5.51;8.35;15.35;59197.34;90340.96;2885.0;7.0;7.0;2.0;25.0
Stage 4;2885.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;2-25;523.0;B;0.16;0.39;0.67;1.06;1.97;3.19;4.45;5.59;7.05;12.13;59175.45;90402.25;2885.0;7.0;7.0;2.0;25.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.55;0.79;1.02;1.38;1.77;2.36;3.07;3.82;5.28;8.82;59393.5;91579.02;3470.0;11.0;12.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.31;0.63;0.91;1.34;1.85;2.4;3.07;3.86;5.47;9.29;59420.23;91583.04;3470.0;11.0;12.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.39;0.59;0.79;1.14;1.65;2.2;2.91;3.82;4.96;7.87;59296.93;91554.79;3470.0;11.0;12.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.39;0.63;0.98;1.46;2.01;2.8;3.46;4.25;5.35;9.37;59001.85;91578.51;3470.0;11.0;12.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.28;0.59;0.83;1.14;1.69;2.52;3.43;4.65;6.34;10.08;58982.38;91544.13;3470.0;11.0;12.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L8;Norte;12.25;14x14;4-30;176.0;B;0.67;0.94;1.26;1.73;2.4;3.19;3.94;5.12;6.97;12.09;59136.28;91621.51;3470.0;14.0;14.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.63;0.83;1.06;1.34;1.81;2.44;3.11;4.06;5.67;9.92;59234.34;91547.47;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;505.0;B;0.39;0.67;1.1;1.73;2.52;3.11;4.02;5.39;6.42;12.24;59018.98;89917.8;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.31;0.59;0.83;1.14;1.61;2.28;3.03;4.21;6.1;10.08;59014.0;91538.0;3470.0;11.0;12.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.43;0.71;0.91;1.18;1.57;2.2;2.87;3.66;5.12;11.34;59194.0;91509.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;505.0;B;0.39;0.67;1.1;1.77;2.52;3.19;4.06;5.08;6.46;12.24;58996.0;89944.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.9055123;1.4566937;1.9291348999999998;2.2440957;2.7165369;3.149608;3.7007894;4.2913409;5.3937037;7.7952798;59029.0;91533.0;3470.0;11.0;12.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.7086618;1.1023628;1.4566937;1.9291349;2.3228359;2.9133874;3.3070884;4.0157502;4.9606326;6.4173263;59173.0;91491.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;505.0;B;0.7480319;1.1417329;1.8110245999999999;2.5196864;3.2677183;4.330711;5.0000027000000005;5.7480346;6.6141768;8.3464612;58990.0;89973.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.8267721;1.4173236;1.8897648;2.2047256;2.5984266;2.9921276;3.4251987;3.9763801;4.9606326;5.6299243;59064.0;91582.0;3470.0;11.0;12.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.4724412;1.2204731000000002;1.6141741000000003;1.8897648;2.2047256;2.4015761;2.7952771;3.4251987;4.0551203;5.7480346;59140.0;91513.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;505.0;B;0.9448824;1.8110245999999999;2.2834658;2.8740173;3.3070884;3.8976399;4.6063017;5.2755934;6.6141768;9.9606353;58999.0;89991.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.7480319;1.181103;1.4566937;1.7716545;2.0472452000000003;2.362206;2.755907;3.0708678;3.543309;4.8818924;59125.0;91501.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;505.0;B;1.2598432;1.9291348999999998;2.4803162999999997;2.9921276;3.5039388999999996;4.0551203;4.8031522;5.8267748;6.6141768;11.2992187;59001.0;90018.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;1.0236226;1.7716545;2.2834658;2.5984266;3.0314977;3.4251987;3.8976398999999997;4.330711;5.5905542;7.7559097;59085.0;91598.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;505.0;B;0.9055123;1.6929143;2.1653555;2.7165369;3.3464585;3.93701;4.8031522;5.5905542;6.4173263;7.0078778;59007.0;90055.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.6299216;1.0236226000000002;1.4960638000000002;1.8897648;2.1653555;2.5984266;3.0314977;3.7795296;4.8425223;7.7559097;59109.0;91613.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;505.0;B;1.2598432;2.0078751;2.5196864;3.0708678;3.4645687999999994;4.0157502;4.6456718;5.4724439;6.4960665;8.9763828;59017.0;90081.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.7086618;1.2598432;1.6929143;2.0472452;2.362206;2.5984266;3.0314977;3.5039389;4.2519708;6.299216;59108.0;91480.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;505.0;B;1.3385834;2.1653555;2.7165369;3.1889781;3.5826790999999996;4.2126007;4.724412;5.511814;6.4960665;8.9763828;58936.0;89984.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.7086618;1.3385833999999999;1.9291348999999998;2.3228359;2.6377967;3.0708678;3.5039388999999996;4.1732306;5.0000027;8.9370127;59258.0;91502.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;505.0;B;0.5511814;1.4173236;2.1653555;2.6771668;3.2677183;3.8582698;4.4488213;5.3543336;6.2204758;9.0157529;58972.0;90087.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.16;0.51;0.71;0.91;1.26;1.85;2.76;4.06;6.14;11.06;59330.93;91526.33;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;505.0;B;0.35;0.63;0.91;1.22;1.73;2.56;3.58;5.31;6.77;11.18;58972.57;90110.38;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.55;0.83;1.1;1.46;1.85;2.36;2.99;3.82;5.16;9.88;59102.06;91565.03;3470.0;11.0;12.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.08;0.31;0.47;0.98;1.85;2.68;3.7;5.08;6.65;9.96;59492.47;91598.18;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;505.0;B;0.47;0.75;1.06;1.54;2.17;2.99;3.94;5.24;7.09;10.94;58989.14;90122.57;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;226.0;B;0.51;0.75;0.98;1.34;1.85;2.44;3.07;3.9;5.04;9.33;59072.58;91525.04;3470.0;11.0;12.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.47;0.67;0.91;1.18;1.61;2.2;2.8;3.58;4.96;8.7;59470.05;91576.83;3470.0;11.0;12.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.47;0.63;0.79;0.94;1.22;1.81;2.56;3.62;5.12;8.43;59045.65;91509.46;3470.0;11.0;12.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L1;Norte;12.25;13x14;4-30;180.0;B;0.47;0.67;0.83;1.06;1.42;2.13;3.07;4.88;6.77;9.69;59607.99;91838.42;3455.0;13.0;14.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.67;0.87;1.1;1.42;1.85;2.36;2.99;3.74;5.04;10.83;59079.56;91470.43;3470.0;11.0;12.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L1;Norte;12.25;13x14;4-30;180.0;B;0.35;0.55;0.79;1.1;1.65;2.36;3.23;4.49;5.94;10.35;59599.52;91880.16;3455.0;13.0;14.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;528.0;B;0.35;0.55;0.87;1.34;2.17;3.07;4.17;5.28;7.28;14.96;58991.84;90151.72;2870.0;7.0;7.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.63;0.91;1.14;1.38;1.69;2.09;2.8;3.71;4.76;9.41;59056.63;91469.47;3470.0;11.0;12.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;180.0;B;0.59;0.79;0.98;1.22;1.57;2.05;2.83;4.16;6.5;10.94;59555.56;91863.81;3455.0;13.0;14.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;528.0;B;0.08;0.31;0.59;0.91;1.57;2.76;4.21;5.69;7.99;12.95;58985.47;90193.07;2870.0;7.0;7.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;180.0;B;0.47;0.71;0.98;1.38;1.89;2.48;3.11;3.9;4.88;9.25;59514.98;91843.13;3455.0;13.0;14.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;528.0;B;0.12;0.43;0.71;1.1;1.81;2.87;4.21;5.63;8.7;13.7;59005.28;90247.04;2870.0;7.0;7.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;528.0;B;0.6692917;1.968505;2.5984266;3.2283482;3.8976398999999997;4.5275615;5.0393728;5.6692944;7.0472479;8.8582725;59012.0;90258.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;180.0;B;0.1968505;0.43307109999999993;0.6299216;0.9055123;1.3779535;1.8897648;2.6771667999999997;3.8188997;5.9842552;10.3543363;59503.0;91828.0;3455.0;13.0;14.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;180.0;B;0.6299216;1.1023628;1.574804;2.1259854;2.4803162999999997;2.8346472;3.3464585;3.93701;4.5275615;5.905515;59481.29;91823.3;3455.0;13.0;14.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;528.0;B;0.7086618;1.4566937;2.1653555;2.7165369;3.2283482000000006;3.8582698;4.6456718;5.1574831;5.8661449;9.0944931;59045.4;90174.35;2870.0;7.0;7.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;180.0;B;0.6692917;0.9055122999999999;1.181103;1.6141741;2.2047256;2.7952771;3.5039388999999996;4.8425223;7.6377994;11.3385888;59466.0;91820.0;3455.0;13.0;14.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;528.0;B;1.2598432;2.0078751;2.6377967;3.1102379;3.5826790999999996;4.2519708;4.763782099999999;5.511814;6.299216;9.4881941;59062.0;90164.0;2870.0;7.0;7.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;180.0;B;0.6692917;1.0236226000000002;1.4566937;1.9291349;2.4015761;3.0314977;3.7401595000000003;4.4488213;5.7480346;8.8189024;59444.76;91803.70199999999;3455.0;13.0;14.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;528.0;B;0.9055123;1.4173236;1.968505;2.5984266;3.2677183;3.7795296;4.4488213;5.3543336;6.7322871;9.4881941;59076.06;90226.7;2870.0;7.0;7.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;180.0;B;0.16;0.55;0.79;1.06;1.42;1.97;2.76;3.9;5.04;8.78;59406.58;91773.59;3455.0;13.0;14.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.31;0.59;0.87;1.42;2.32;3.27;4.29;5.35;7.09;11.77;58979.76;91502.38;3470.0;11.0;12.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;528.0;B;0.12;0.43;0.94;1.85;2.91;3.94;4.92;6.02;7.52;11.77;59128.8;90224.02;2870.0;7.0;7.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;180.0;B;0.08;0.31;0.67;1.02;1.69;2.56;3.43;4.41;5.87;12.24;59392.65;91758.52;3455.0;13.0;14.0;4.0;30.0
Stage 2;3470.0;Tronadura 2;Roca 2;L1;Norte;12.25;11X12;4-30;200.0;B;0.08;0.12;0.39;1.1;2.4;3.54;4.65;5.94;9.61;12.01;58991.27;91477.5;3470.0;11.0;12.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;180.0;B;0.43;0.67;0.94;1.3;1.73;2.13;2.64;3.46;4.45;6.73;59354.14;91745.98;3455.0;13.0;14.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;152.0;B;0.79;1.1;1.46;1.81;2.24;2.72;3.23;3.86;4.96;8.19;59222.5;91662.7;3455.0;13.0;14.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;180.0;B;0.47;0.75;1.02;1.38;1.73;2.13;2.68;3.46;4.69;7.4;59332.99;91731.74;3455.0;13.0;14.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;152.0;B;0.35;0.59;0.91;1.34;1.81;2.32;2.87;3.58;4.69;7.91;59246.68;91678.0;3455.0;13.0;14.0;4.0;30.0
Stage 4;2870.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7X7;4-30;528.0;B;0.12;0.39;0.71;1.5;2.6;3.58;4.65;5.59;7.6;11.46;59154.55;90248.39;2870.0;7.0;7.0;4.0;30.0
Stage 2;3455.0;Tronadura 2;Roca 2;L8;Norte;12.25;13x14;4-30;152.0;B;0.51;0.71;0.91;1.18;1.61;2.2;2.87;3.82;5.31;7.52;59300.27;971.85;3455.0;13.0;14.0;4.0;30.0
