P10;P20;P30;P40;P50;P60;P70;P80;P90;P100
0.12;0.55;0.87;1.46;2.6;3.94;5.12;6.5;9.37;15.08
0.47;0.75;1.06;1.5;2.05;2.6;3.15;3.94;5.0;9.41
0.7480319000000001;1.1417329;1.8110246;2.5196864;3.2677183;4.330711;5.0000027000000005;5.7480345999999995;6.6141768;8.3464612
0.9055122999999999;1.6929143;2.1653555;2.7165369;3.3464585;3.93701;4.8031522;5.5905542;6.4173263;7.007877799999999
0.1;0.2;0.4;0.8;2.1;3.5;4.9;6.5;8.3;11.9
0.9055122999999999;1.968505;2.6771668;3.1102379;3.7007894;4.2519708;5.1968532;5.8661449;6.377956200000001;8.0708705
0.7086618;1.0236226000000002;1.3779535;1.8503947;2.4803163;2.9921276000000003;3.5826791;4.291340900000001;6.1417356;9.2913436
0.28;0.51;0.71;0.94;1.3;1.81;2.56;3.46;4.88;9.09
0.2;0.55;0.94;1.46;2.05;2.76;3.62;4.69;6.5;11.06
0.4724412;0.8661421999999999;1.3779535;2.1259854;2.7952771;3.543309;4.370081099999998;5.472443900000001;6.8503974;10.0787456
0.3543309;0.5511814;0.9055123;1.4173236;1.8503947;2.362206;2.9133874;3.6220491999999997;4.5275615;5.9448851
0.83;1.18;1.57;2.05;2.76;3.7;4.57;5.75;7.56;11.54
0.39;0.67;0.94;1.22;1.54;2.01;2.64;3.62;6.18;11.61
0.6299216;0.9448824;1.2598432;1.7716545;2.5196864;3.3464585;4.488191400000002;5.708664499999999;7.2834685;12.8740227
0.51;0.87;1.3;1.89;2.76;3.74;4.92;6.14;7.68;12.17
0.9055122999999999;1.2204731000000002;1.4960638000000002;1.8110245999999999;2.2834658;2.9133874;3.6220492;4.370081099999999;5.3543335999999995;9.4094539
0.2755907;0.5905515;1.1023628;1.7322843999999997;2.2047256;2.6771667999999997;3.1889781000000004;3.7401595000000003;4.4094512;7.204728299999999
0.5511814;0.9448824;1.4960638000000002;2.0866153;2.7165369;3.3464585;4.5275615;6.0629954;9.055123;11.968510400000001
0.4724412;0.6692916999999999;0.9448824;1.2992133;1.7322843999999995;2.2834658;2.9133874;3.7401595000000003;5.4330738;9.330713699999999
0.63;0.94;1.34;1.85;2.52;3.58;4.57;5.98;7.72;18.11
1.7322843999999997;2.7165369;3.228348200000001;3.7401595000000003;4.1732306;4.5275615;5.0787429;5.5511840999999995;6.5748067;7.795279799999999
0.6692916999999999;1.0629927;1.8503947;2.5196864;3.149608;3.7795296;4.5275615;5.7480345999999995;6.8110273;10.354336300000002
0.43;0.79;1.14;1.65;2.4;3.43;4.53;6.06;8.07;12.87
0.35;0.55;0.98;1.65;2.13;3.08;3.79;4.21;5.34;8.62
0.6692916999999999;1.4173236;2.2047256;2.8346472;3.4645687999999994;4.330711;5.118113;6.299216;7.5984293;13.1496134
0.9055122999999999;1.4960638000000002;2.1259854;2.8346472;3.5826791;4.488191400000001;5.3543336;6.1417356;7.834649900000001;10.826777499999999
0.16;0.75;1.06;1.42;1.85;2.68;3.86;5.55;8.74;17.91
0.55;0.79;1.02;1.38;1.77;2.36;3.07;3.82;5.28;8.82
0.9842525;1.3385834;1.6535442;2.1259854;2.7952771;3.5039388999999996;4.370081099999998;5.511814;7.204728299999999;10.9842579
0.08;0.28;0.51;0.75;1.5;2.91;4.06;5.59;7.36;14.57
0.12;0.43;0.94;1.85;2.91;3.94;4.92;6.02;7.52;11.77
0.2362206;0.4724412;0.787402;1.3385833999999999;2.5196864;3.7795296;4.724412;5.6299243;6.6141768;13.0315031
0.4724412;0.6692916999999999;0.9055123;1.2598432;1.7716545;2.4409462000000004;3.4251987;4.291340900000001;5.5905542;9.0157529
0.35;0.43;0.87;1.18;1.61;2.32;3.03;3.78;4.92;9.45
0.6874019459999999;1.718504865;2.367717814;3.05511976;3.5515767210000004;4.2389786670000005;4.811813622;5.499215567999999;7.255909429999999;9.738194235
0.6299216;1.2204731000000002;1.9291349;2.5590565;3.2677183;4.0157502;4.8031522;6.0236253;7.086618;10.826777499999999
0.1968505;0.6692916999999999;1.1417329;1.968505;3.3464585;4.291340900000001;5.1574830999999985;6.0629954;7.5590592;11.9291403
0.6299216;1.181103;1.6535442;2.1259854;2.4409462000000004;2.8346472;3.228348200000001;3.7007894;4.4094512;6.102365499999999
0.71;0.98;1.26;1.57;2.05;2.76;3.86;5.7;8.35;17.24
0.08;0.16;0.31;0.51;1.3;2.32;3.5;4.57;6.3;8.7
0.7480319000000001;1.2598432;1.7716545;2.3228359;3.1889781000000004;3.93701;4.724412;5.905515;7.007877799999999;9.4881941
0.08;0.2;0.39;0.94;1.65;2.24;2.83;3.43;4.21;6.65
0.35;0.55;0.79;1.14;1.61;2.2;2.87;3.74;5.12;10.94
0.5511814;0.9448824;1.3385834;1.9291348999999998;2.7165369;3.5826790999999996;4.724412;6.0236253;7.5196891;10.5511868
0.9055122999999999;1.3385834;1.7322843999999995;2.2834658;2.9527575;3.7007894;4.5669316;5.8267748;7.480319000000001;9.8818951
0.5905515;1.0236226000000002;1.6929143;2.4409462000000004;3.1889781000000004;4.0157502;4.9606325999999985;5.7874047;6.653546899999999;8.740162199999999
0.4724412;0.7086618;0.9842525;1.4960638000000002;2.0472452000000003;2.5590565;3.228348200000001;3.93701;5.3937037000000005;8.700792100000001
0.6692916999999999;1.7716545;2.5196864;3.1889781000000004;3.8976399;4.4094512;5.1968532;6.1417356;7.677169500000001;8.582681800000001
0.3543309;0.6299216;1.181103;1.8897648;2.362206;2.8346472;3.3070884;3.6614193;4.2519708;5.905515
0.54;0.91;1.34;1.75;2.44;3.43;4.49;6.06;8.54;15.39
0.9055122999999999;1.4566937;2.0866153;2.8346472;3.4645687999999994;4.1732306;5.0393728;6.1417356;7.5984293;12.0472506
0.6105229999999999;0.8526450000000001;1.236523;1.563256;1.935426;2.352632;3.25653;4.356214;6.235641;8.824568
0.6692916999999999;1.4173236;1.968505;2.362206;2.755907;3.149608;3.5039389;4.0551203000000005;5.0787429;6.8897675000000005
1.0236226000000002;1.3779535;1.7322843999999995;2.2440957000000004;3.149608;4.1338605;5.0000027000000005;6.0629954;7.87402;15.8267802
0.55;0.75;0.98;1.3;1.73;2.48;3.58;4.49;6.34;11.61
0.6692916999999999;0.9055123;1.181103;1.5354339;2.0078751;2.4015761;2.9133874;3.543309;4.4094512;6.8110273
0.91;1.22;1.54;1.93;2.56;3.43;4.41;5.83;8.19;12.2
0.43307109999999993;0.7086618;1.0236226000000002;1.6535442;2.7165369;3.7401595000000003;4.724412;5.7480345999999995;7.165358199999999;14.173236
0.16;0.43;0.67;1.1;1.81;2.95;4.41;5.64;8.9;14.37
0.43;0.67;0.94;1.3;1.73;2.13;2.64;3.46;4.45;6.73
0.7086618;1.2598432;1.7716545;2.2047256;2.6377967;3.1102379;3.5826791;4.330711;5.118113;6.692917
0.9055122999999999;1.8110246;2.8740173;3.6614193;4.291340900000002;5.4330738;5.8267748;6.299216;7.2834685;10.6692971
0.6299216;1.2598432;1.6535442;2.0472452000000003;2.3228359;2.7165369;3.1889781000000004;3.8976398999999997;4.8425223;6.7322871
0.1968505;0.393701;0.8267721;1.4960638000000002;2.0472452000000003;2.4803162999999997;3.1102379;3.8188997000000002;4.5669316;6.102365499999999
0.43;0.79;1.14;1.65;2.4;3.46;4.53;5.94;7.64;18.66
0.43307109999999993;0.9842525;1.4960638000000002;1.8897648;2.2440957000000004;2.6377967;3.0314977;3.4251987;3.9763801;5.118113
0.28;0.51;0.83;1.42;2.01;2.68;3.5;4.41;5.91;9.06
1.0629927;2.0472452000000003;2.6377967;3.149608;3.6614193;4.5669316;5.118113;5.7480345999999995;7.3622087;10.4724466
0.7086618;1.1417329;1.5354339;2.0866153;2.755907;3.5826790999999996;4.370081099999998;5.3149635;6.377956200000001;9.6456745
0.35;0.79;1.38;1.77;2.13;2.52;3.03;3.31;3.86;5.12
0.5118113000000001;0.787402;1.0629927;1.3779535;1.9291349;2.7952771;4.1338605;5.8267748;7.9921303;11.535439300000002
0.787402;1.1023628;1.3779535;1.7322843999999997;2.2047256;3.149608;4.0944904000000015;5.8267748;7.480319000000001;22.3228467
0.31;0.39;0.51;0.67;1.14;1.85;2.95;3.94;5.04;8.66
0.6299216;0.8661421999999999;1.1417329;1.4173236;1.7716545;2.3228359;2.9921276000000003;3.7795296;5.118113;11.6929197
0.3543309;0.7480319000000001;1.1417329;1.7716545;2.5590565;3.6220491999999997;4.8031522;5.8267748;7.007877799999999;13.858275199999998
0.12;0.55;0.91;1.3;1.85;2.72;3.62;4.8;6.77;10.24
0.08;0.16;0.31;0.55;0.94;1.57;2.44;3.62;4.41;5.94
0.1;0.4;0.6;1.2;2.5;3.7;4.6;6.0;7.2;12.0
0.9842525;1.4173236;1.8503947;2.5196864;3.2677183;4.094490400000001;5.0787429;6.0629954;8.3070911;13.0315031
0.08;0.2;0.39;0.63;1.18;2.05;2.99;4.17;6.61;9.17
0.7086618;1.1417329;1.6929143;2.4409462000000004;3.3070884;4.2126007;4.881892400000001;5.984255200000001;7.3228386;15.275598800000001
0.787402;1.5354339;2.0472452000000003;2.5590565;3.0708678;3.3858286;4.0551203000000005;5.0000027000000005;5.7480345999999995;8.4252014
0.43307109999999993;0.5905515;0.8267721;1.2204731000000002;1.6141741000000005;2.1259854;2.7165369;3.5826790999999996;4.5669316;8.937012699999999
0.39;0.75;1.14;1.85;2.99;4.13;5.2;6.34;8.31;15.47
0.9055122999999999;2.0866153;2.7952771;3.4645687999999994;4.0944904000000015;4.6850419;5.1574830999999985;5.7874047;6.929137599999999;10.590556900000001
0.16;0.55;0.79;1.06;1.42;1.97;2.76;3.9;5.04;8.78
0.6299216;1.4566937;2.4015761;3.2283482000000006;3.8188997;4.6456718;5.1968532;5.708664499999999;6.4960665;8.4645715
0.4724412;0.7086618;0.9842525;1.2992133;1.574804;1.968505;2.4015761;3.0708678;4.0551203000000005;6.0236253
0.08;0.08;0.31;0.63;1.14;1.89;2.87;4.25;6.57;10.91
0.2;0.51;0.83;1.22;1.77;2.64;3.82;5.39;7.28;10.28
0.67;1.06;1.46;1.89;2.52;3.35;4.37;5.98;8.19;17.24
0.9055122999999999;1.4566937;2.0866153;2.8346472;3.4251987;4.0551203000000005;4.881892400000001;5.6692944;7.3228386;10.6692971
0.91;1.18;1.46;1.81;2.4;3.07;3.86;5.04;7.09;13.78
0.43;0.75;1.1;1.73;2.52;3.39;4.65;6.06;8.5;12.6
0.28;0.55;1.14;2.09;2.76;3.62;4.45;5.71;8.86;10.2
0.4724412;0.8267721;1.7716545;2.9921276000000003;3.7401595;4.4094512;5.0787429;5.8267748;7.0472479;10.2755961
0.2755907;0.5118113000000001;0.9055123;1.7716545;2.6377967;3.543309;4.370081099999998;5.5511840999999995;8.1496107;11.023628
1.0236226000000002;1.3779535;1.6929143;2.1653555;2.7952771;3.4251987;4.0944904000000015;4.960632599999999;6.102365499999999;11.0629981
0.59;0.81;1.15;1.45;1.93;2.87;3.98;5.91;8.19;12.48
0.87;1.14;1.38;1.69;2.09;2.83;3.78;5.43;8.23;14.13
0.5118113000000001;0.6692916999999999;0.9055123;1.181103;1.574804;2.0866153;2.6377967;3.3858286;4.5669316;7.9133901
0.5118113000000001;0.9055123;1.2598432;1.6535442;2.1653555;3.1889781000000004;4.0944904000000015;5.6299243;8.0708705;12.1259908
0.55;0.94;1.46;2.17;3.03;3.9;4.76;5.83;7.64;11.85
0.12;0.47;0.75;1.14;1.81;2.83;4.13;6.3;9.84;19.45
0.12;0.39;0.71;1.5;2.6;3.58;4.65;5.59;7.6;11.46
0.16;0.39;0.75;1.1;1.77;2.95;4.57;6.38;8.9;14.06
1.0629927;1.7322843999999995;2.362206;3.1102379;3.8976399;4.488191400000001;5.1968532;6.0629954;7.9133901;16.968513100000003
0.31;0.6;0.8;1.1;1.61;2.64;3.98;5.31;7.48;11.81
0.8267721;1.0236226000000002;1.2598432;1.5354339;1.9291349;2.4409462000000004;3.0708678;3.9763801;5.3149635;7.87402
0.5511814;0.8661421999999999;1.3385834;1.8503947;2.4803163;3.1102379;3.8582698;4.330711;5.6299243;9.6850446
0.12;0.28;0.43;0.75;1.34;2.17;2.87;3.46;4.61;8.03
0.5511814;0.8661421999999999;1.1417329;1.4566937;1.8897648;2.5984266;3.3858286;4.330711;5.5905542;8.3070911
0.67;0.94;1.26;1.73;2.4;3.19;3.94;5.12;6.97;12.09
0.12;0.35;0.67;0.94;1.57;2.72;4.09;6.02;8.86;15.71
0.12;0.39;0.63;0.94;1.57;2.8;4.06;5.55;7.68;15.0
0.7086618;0.9055123;1.1417329;1.3779535;1.7322843999999995;2.2047256;2.8740173;3.7401595000000003;5.2755934;11.377958900000001
0.51;0.83;1.22;1.77;2.48;3.31;4.33;5.91;7.48;15.24
0.8661421999999999;1.1417329;1.4566937;1.7716545;2.2440957000000004;2.9527575;4.2126007;5.511814;7.165358199999999;14.9212679
0.31;0.47;0.59;0.79;1.06;1.57;2.4;3.58;5.24;7.48
0.1;0.4;1.1;2.4;3.3;4.1;5.0;6.1;7.4;10.4
0.35;0.59;0.87;1.22;1.97;3.07;4.41;5.75;7.72;11.57
0.12;0.43;0.63;0.98;1.61;2.56;3.86;5.47;8.58;14.17
0.1181103;0.4330710999999999;0.7086618;0.9055122999999999;1.181103;1.6535442;2.755907;4.370081099999999;5.9448851;10.4330765
0.28;0.67;0.98;1.42;2.09;3.19;4.45;5.87;8.27;14.21
0.47;0.63;0.83;1.06;1.54;2.36;3.27;4.57;6.81;14.25
0.6692916999999999;0.9055123;1.1023628;1.3385833999999999;1.6535442;2.1259854;3.228348200000001;4.763782099999999;7.086618;11.377958900000001
0.5905515;0.787402;1.0629927;1.3779535;1.7716545;2.362206;2.9921276000000003;3.7795296;5.2362233;8.3070911
0.08;0.47;0.87;1.42;2.28;3.31;4.37;5.79;8.23;11.57
0.1081103;0.2262206;0.5724412;1.4992133;2.1291349;2.462206;2.9346472;3.3670883999999996;4.1976399;6.5204758
0.393701;0.787402;1.2992133;1.9291348999999998;2.7165369;3.7795296;5.0000027000000005;6.0629954;9.330713699999999;11.968510400000001
0.08;0.31;0.51;0.75;2.17;3.54;4.37;5.35;6.5;9.06
0.43;0.71;0.91;1.18;1.57;2.2;2.87;3.66;5.12;11.34
0.9448824;1.5354339;2.2047256;2.9133874;3.543309;4.330711;5.0000027000000005;5.472443900000001;7.4015788;10.000005400000001
0.51;0.91;1.3;1.77;2.48;3.5;4.72;6.06;7.8;16.22
0.47;0.91;1.77;2.6;3.11;3.9;4.76;5.67;7.2;11.97
0.71;1.06;1.46;1.85;2.44;3.19;3.94;4.96;6.5;11.97
0.12;0.28;0.51;0.75;1.26;2.64;4.25;6.3;9.96;15.94
0.7480319000000001;1.3385834;1.8897648;2.2834658;2.8346472;3.3070884;3.8976399;4.370081099999999;5.7480345999999995;8.7795323
0.393701;0.5905515;0.8267721;1.1417329;1.5354339;2.0866153;2.8346472;3.7401595000000003;5.2362233;8.188980800000001
0.43307109999999993;0.6299216;1.0236226000000002;1.6141741000000003;2.2047256;2.5984266;3.1102379;3.5826790999999996;4.330711;8.2283509
0.31;0.55;0.79;1.1;1.46;2.01;2.68;3.58;5.35;8.78
0.94;1.18;1.42;1.65;1.97;2.52;3.23;3.73;5.51;12.09
0.28;0.47;0.67;0.94;1.42;2.01;2.76;3.58;5.08;12.13
0.3543309;0.7480319000000001;1.2204731000000002;1.6141741000000003;2.0472452000000003;2.4803162999999997;2.9133874;3.4251987;4.4094512;5.8661449
0.5905515;1.0236226000000002;1.5354339;1.8897648;2.2440957000000004;2.5984266;2.8740173;3.2677183;3.8976398999999997;6.2204758
0.8661421999999999;1.574804;2.3228359;2.8740172999999998;3.3464585;3.9763801;4.7637820999999985;5.5511840999999995;7.007877799999999;9.4094539
0.5905515;1.0629927;1.7322843999999995;2.1653555;2.6377967;3.2283482000000006;3.7401595;4.724412;5.4330738;8.661422
0.59;0.94;1.3;1.73;2.48;3.43;4.37;5.63;8.66;12.83
0.4724412;1.0236226000000002;1.4566937;1.8503947;2.2834658;2.6771667999999997;3.0708678;3.7401595000000003;4.6063017;7.677169500000001
0.08;0.39;1.06;2.36;3.27;4.21;5.2;6.5;8.74;10.47
0.6299216;1.3385834;1.9291349;2.4015761;3.0314977;3.6614193;4.1732306;4.5669316;6.692917;9.842525
0.393701;0.6692916999999999;0.9448824;1.6535442;2.755907;3.8188997000000002;5.0787429;6.0629954;7.755909700000001;11.1417383
0.428740389;0.584645985;0.8185043790000001;1.286221167;1.7539379549999998;2.221654743;2.845277127;3.780710703;5.261813865;9.627170553
0.12;0.39;0.67;1.02;1.77;2.83;4.29;5.91;7.99;13.62
0.28;0.47;0.79;1.14;1.57;2.09;2.68;3.46;4.92;7.87
0.6299216;1.1417329;1.7716545;2.5196864;3.149608;4.0551203000000005;4.9212625;5.708664499999999;6.692917;10.944887800000002
0.43;0.67;0.98;1.5;2.09;2.99;4.06;5.35;7.44;14.45
0.5511814;0.9448824;1.3385834;1.9291348999999998;2.8740173;3.7401595000000003;4.8031522;5.8661449;7.6377994000000005;11.535439300000002
0.08;0.2;0.31;0.43;0.94;1.81;2.64;4.25;5.28;7.24
0.2755907;0.5118113000000001;0.9842525;1.6535442;2.2834658;2.8346472;3.3070884;4.0157502;5.5511840999999995;9.921265199999999
0.39;0.55;1.1;1.69;2.2;2.56;3.76;4.86;5.61;8.27
0.8267721;1.2204731000000002;1.6141741000000005;2.1259854;2.7952771;3.543309;4.370081099999998;5.6299243;7.5196891;12.007880499999999
0.63;1.06;1.73;2.24;2.68;3.15;3.74;4.75;5.51;12.64
0.4724412;1.1417329;2.1653555;3.0314977;4.0157502;4.763782099999999;5.511814;6.456696400000001;7.87402;9.448824
0.12;0.31;0.63;0.94;1.5;2.48;3.9;5.87;8.39;13.46
0.3149608;0.6299216;1.0236226000000002;1.7716545;2.8346472;3.7401595000000003;4.7637820999999985;6.377956200000001;8.661422;12.992133
0.2755907;1.1417329;2.362206;3.2283482000000006;3.8976399;4.370081099999999;5.0000027000000005;5.708664499999999;6.692917;10.0787456
0.18;0.53;0.75;0.94;1.85;3.15;4.53;6.06;8.74;12.4
1.0629927;2.362206;2.8346472;3.3858286;3.93701;4.330711;5.2362233;5.9448851;6.929137599999999;7.9133901
0.12;0.51;0.87;1.3;1.97;2.99;4.37;5.98;8.27;16.5
1.1417329;1.7716545;2.3228359;2.9133874;3.3858286;3.8582697999999995;4.370081099999998;5.1968532;6.4173263;8.740162199999999
0.9055122999999999;1.574804;2.2047256;2.7952771;3.3070884;3.8188997000000002;4.4488213;5.0000027000000005;6.4173263;9.4881941
0.16;0.31;0.43;0.55;0.75;1.22;2.2;3.82;5.35;10.63
0.12;0.2;0.51;0.83;1.42;2.52;3.98;5.47;7.6;13.23
0.63;0.91;1.14;1.46;1.89;2.6;3.78;5.04;6.61;9.61
0.51;0.87;1.22;1.65;2.36;3.11;4.09;5.31;7.44;12.99
0.12;0.31;0.51;0.75;1.06;2.13;3.82;5.98;8.35;12.95
0.43307109999999993;1.2204731000000002;2.4015761;3.2677183;3.8582698;4.5669316;5.1968532;5.8267748;7.086618;8.4645715
0.7480319000000001;1.1417329;1.6535442;2.362206;3.0708678;3.8188997000000002;4.5669316;5.5905542;7.204728299999999;9.9606353
0.43307109999999993;0.6299216;0.9448824;1.4173236;1.9291349;2.5196864;3.0708678;3.7401595000000003;4.5275615;5.8267748
0.787402;1.6929143;2.4015761;2.8346472;3.5039389;3.93701;4.7637820999999985;5.3149635;7.4015788;8.3464612
0.63;0.91;1.22;1.73;2.4;3.19;4.17;5.43;7.95;16.69
0.4724412;0.7086618;0.9448824;1.3385833999999999;1.8503947;2.4409462000000004;3.149608;3.9763801;5.118113;7.086618
0.75;1.1;1.42;1.77;2.32;2.91;3.86;4.84;6.46;12.68
0.4724412;1.0629927;1.8110246;2.5984266;3.1889781000000004;3.9763801;4.8031522;5.7480345999999995;7.1259881;10.314966199999999
0.7086618;1.0236226000000002;1.3385834;1.7322843999999997;2.1259854;2.5196864;2.9921276000000003;3.5826790999999996;4.763782099999999;7.165358199999999
0.12;0.39;0.63;1.02;2.24;3.5;4.65;5.83;7.4;12.24
0.4724412;0.787402;1.2992133;1.6535442;2.1653555;2.5196864;3.0314977;3.6614193;4.370081099999999;7.165358199999999
0.7086618;1.3779535;2.0472452000000003;2.7952771;3.5039389;3.9763801;4.5275615;5.3149635;6.653546899999999;9.173233300000001
0.787402;1.1417329;1.5354339;2.0866153;2.6771668;3.4645687999999994;4.370081099999998;5.5905542;6.8503974;8.7795323
0.08;0.2;0.35;0.83;1.73;2.76;4.37;5.75;7.17;9.21
0.7086618;1.1023628;1.5354339;2.1259854;2.5984266;2.9921276000000003;3.3858286;3.8976398999999997;4.4094512;6.456696400000001
0.7086618;1.0629927;1.4960638000000002;1.9291348999999998;2.362206;2.7952771;3.3070884;4.094490400000001;5.1968532;10.0787456
0.35;0.67;1.06;1.77;2.4;3.11;3.78;4.84;6.18;8.78
0.7086618;0.9842525;1.2204731000000002;1.574804;2.0078751;2.4409462000000004;2.8346472;3.3464585;4.330711;6.692917
0.28;0.31;0.35;0.67;1.22;2.28;3.07;3.9;4.88;7.05
0.59;0.87;1.38;2.01;2.64;3.23;3.74;4.65;5.2;7.44
1.1417329;2.1259854;2.8346472;3.4251987;3.93701;4.488191400000001;4.9212625;6.1811057;6.8503974;8.582681800000001
0.39;0.67;1.1;1.77;2.52;3.19;4.06;5.08;6.46;12.24
0.16;0.35;0.51;0.71;1.14;1.73;2.68;4.09;7.32;9.84
1.0629927;1.3385834;1.574804;1.8897648;2.2440957000000004;2.7952771;3.4645687999999994;4.330711;5.4330738;9.566934300000002
0.43307109999999993;0.7086618;1.0236226000000002;1.4960638000000002;2.0078751;2.4015761;3.0314977;3.8188997000000002;4.6850419;7.3228386
0.55;0.94;1.3;1.73;2.36;3.23;4.17;5.39;7.6;13.11
1.6929143;2.4015761;2.8740173;3.4251987;3.8976399;4.370081099999999;5.0000027000000005;6.102365499999999;8.3464612;10.2755961
0.5118113000000001;0.7086618;0.9055123;1.2598432;1.6929143;2.1653555;2.7952771;3.7401595000000003;5.3149635;9.2913436
0.6692916999999999;1.4566937;2.5590565;3.2677183;3.93701;4.370081099999999;5.0393728;5.5511840999999995;6.4960665;9.527564199999999
0.9448824;1.3385834;1.7322843999999995;2.2440957000000004;2.8346472;3.7795296;4.724412;5.6299243;6.8897675000000005;10.590556900000001
0.6692916999999999;1.0236226000000002;1.574804;2.2834658;3.0314977;3.8188997000000002;4.6850419;5.7874047;7.2834685;9.921265199999999
0.2;0.5;0.8;1.1;1.8;2.9;4.4;6.1;8.2;14.4
0.08;0.24;0.55;1.26;2.01;2.48;3.07;4.53;5.67;9.83
0.5905515;0.9055123;1.2992133;1.7322843999999997;2.0866153;2.5196864;3.0708678;4.2126007;5.2755934;8.0708705
0.43307109999999993;0.5511814;0.6692916999999999;0.9448824;1.4173236;2.2047256;2.9133874;3.7795296;6.102365499999999;10.708667199999999
0.43;1.06;2.48;3.11;3.66;4.09;4.65;5.47;6.3;9.92
0.47;0.85;1.18;1.65;2.32;3.23;4.53;6.14;8.19;24.8
0.9055122999999999;1.968505;2.6771668;3.1102379;3.6614193;4.1732306;4.8031522;5.7874047;6.7716572;9.2519735
0.24;0.51;0.75;1.1;1.81;3.11;4.29;5.79;8.15;12.95
0.5118113000000001;0.9055123;1.6929143;2.4409462000000004;3.149608;3.93701;4.6456718;5.6692944;7.5590592;10.236226
0.5905515;0.9055123;1.7716545;2.3228359;2.9527575;3.6220491999999997;4.2519708;4.960632599999999;6.1417356;7.9921303
0.67;0.94;1.26;1.61;2.17;2.87;3.82;4.6;6.06;12.09
0.9448824;1.7716545;2.3228359;2.8740172999999998;3.3464585;3.8582697999999995;4.488191400000002;5.1968532;6.5354366;11.535439300000002
0.12;0.43;0.71;1.02;1.5;2.32;3.31;4.41;5.83;11.26
0.4724412;0.7086618;1.1023628;1.5354339;1.968505;2.3228359;2.7952771;3.5039388999999996;4.5275615;6.377956200000001
0.67;0.91;1.14;1.38;1.69;2.28;3.23;4.25;5.59;11.89
0.43307109999999993;0.6692916999999999;1.181103;1.7716545;2.2047256;2.6771667999999997;3.0708678;3.5039388999999996;4.1732306;5.6299243
0.5118113000000001;1.0236226000000002;2.1653555;2.6377967;3.2677183;4.094490400000001;4.8031522;5.2362233;6.299216;8.1496107
0.55;0.91;1.3;1.77;2.48;3.39;4.37;5.55;7.28;14.29
0.2;0.63;1.06;1.65;2.56;3.58;4.57;6.1;9.21;15.98
1.0236226000000002;1.8897648;2.4803163;3.149608;3.8582698;4.370081099999999;5.1968532;5.8267748;7.1259881;8.700792100000001
0.8661421999999999;1.1417329;1.3779535;1.6535442;1.968505;2.4803162999999997;3.149608;4.0551203000000005;5.2362233;11.377958900000001
0.39;0.79;1.22;1.97;3.03;3.86;4.65;5.91;7.32;13.7
0.43;0.91;1.42;2.05;2.83;3.86;5.16;6.38;8.35;12.2
0.787402;1.181103;1.6929143;2.2440957000000004;2.8740173;3.4645687999999994;4.1732306;5.0000027000000005;6.7716572;10.354336300000002
0.393701;0.7480319000000001;1.7322843999999995;2.4015761;2.8740173;3.2283482000000006;3.7401595;4.370081099999999;5.0000027000000005;6.5354366
0.3543309;0.8661421999999999;1.9291349;2.6771667999999997;3.3858286;4.1732306;4.8031522;5.984255200000001;7.2834685;12.2441011
0.9055122999999999;1.0629927;1.4566937;1.8503947;2.4803163;3.1889781000000004;4.370081099999998;5.905515;7.834649900000001;16.220481200000002
0.5905515;0.9842525;1.5354339;2.4015761;3.2677183;4.0551203000000005;4.9212625;5.5905542;6.5748067;9.842525
0.2;0.35;0.55;0.83;1.38;2.2;2.95;3.74;5.12;8.46
0.7086618;1.181103;1.7322843999999995;2.3228359;2.9921276000000003;3.7401595000000003;4.724412;5.708664499999999;6.7716572;12.8346526
0.5905515;0.8267721;1.181103;1.6141741000000003;2.0472452000000003;2.4803162999999997;3.0708678;3.7795296;5.0000027000000005;8.8189024
0.2;0.55;1.26;2.09;2.91;3.5;4.49;5.55;7.72;10.83
0.24;0.39;0.55;0.87;1.34;1.93;2.8;3.82;4.92;7.99
0.7480319000000001;1.181103;1.6929143;2.3228359;2.7952771;3.2677183;3.8188997;4.488191400000001;5.2755934;7.5196891
0.1181103;0.1968505;0.3149608;0.5511814;1.4960638000000002;2.362206;2.9133874;3.8976398999999997;5.2362233;8.7795323
0.5511814;0.8661421999999999;1.1417329;1.4566937;1.968505;2.5984266;3.2677183;4.0157502;5.3149635;9.0944931
0.8267721;1.2204731000000002;1.7322843999999995;2.4015761;3.149608;3.93701;4.724412;5.7874047;7.007877799999999;10.787407400000001
0.5;1.2;2.6;3.5;4.1;4.8;5.6;6.6;8.1;9.7
0.71;1.1;1.54;1.97;2.56;3.35;4.37;5.39;6.85;18.31
0.63;0.94;1.3;1.93;2.64;3.31;4.17;5.51;8.07;12.6
0.9842525;1.6929143;2.5590565;3.4645687999999994;4.1732306;4.724412;5.4330738;6.2598459;8.110240600000001;11.968510400000001
0.4724412;0.7480319000000001;0.9842525;1.3385833999999999;1.6929143;2.0866153;2.5984266;3.3858286;4.4094512;6.968507700000001
0.8267721;1.181103;1.5354339;1.968505;2.5196864;3.1889781000000004;4.0157502;5.0787429;6.8503974;11.7716599
0.63;0.98;1.3;1.77;2.44;3.27;4.45;5.79;7.68;14.37
0.51;0.79;1.06;1.34;1.69;2.28;3.5;5.04;7.13;13.15
1.0629927;1.3779535;1.6929143;2.0472452000000003;2.5984266;3.1102379;3.6614193;4.6456718;6.1811057;11.1811084
0.08;0.28;0.47;1.14;1.81;2.4;2.91;3.46;4.21;6.42
0.43;0.71;0.98;1.34;1.85;2.36;2.95;3.78;5.24;7.83
